9
16 10 1494 82 624 154 549 1465 15
0 66 677 499 91 1231 134 387 23
47 1068 21 206 1512 51 32 52 65
47 361 50 797 314 1109 51 52 65
16 1 113 1517 6 757 7 44 15
24 59 1347 338 61 6 7 1469 23
0 10 573 169 290 69 542 950 23
0 66 398 137 1067 191 1385 1469 15
16 66 1425 152 201 53 21 491 23
24 17 586 228 258 784 83 323 23
0 602 1347 133 6 819 7 277 15
0 17 638 530 258 85 4 881 23
0 10 773 1005 807 4 5 1344 23
16 10 410 417 198 1344 6 7 9
0 66 180 208 299 1241 6 7 23
0 10 614 910 494 123 60 576 15
47 740 362 51 52 50 542 1183 65
0 17 152 6 7 230 957 251 15
0 1 4 89 409 21 133 944 23
0 10 18 82 314 613 6 7 23
0 10 273 398 197 187 109 275 9
24 666 986 6 1324 7 986 191 15
16 66 139 1598 61 6 7 8 23
0 66 927 710 409 359 178 828 15
0 17 602 109 262 197 783 60 15
16 6 7 1625 6 1191 7 1626 23
47 726 295 1058 51 344 52 1636 65
24 1 927 750 916 314 133 1640 23
0 10 240 626 238 1061 349 613 15
47 361 646 646 781 51 1196 52 65
0 66 1423 1332 26 255 6 7 15
0 1 409 560 6 1357 7 364 23
0 1 451 1088 60 6 7 237 15
24 10 283 169 126 1061 21 333 23
0 66 986 958 156 168 542 399 9
16 1223 549 410 102 270 21 532 9
16 66 563 145 6 859 7 709 23
16 66 1337 332 21 249 21 291 23
0 1 763 28 29 53 204 722 15
0 17 943 34 1059 491 6 7 23
24 1 1278 200 702 349 254 71 9
16 1 388 25 1729 43 547 113 15
24 66 957 1130 255 6 7 1147 15
24 113 5 1732 6 822 7 662 9
0 10 109 27 365 91 483 371 9
0 1 1088 6 130 328 7 676 23
24 66 336 1754 61 6 7 662 15
0 17 240 907 140 21 157 1758 23
0 17 5 11 20 19 154 1174 9
0 66 1438 410 34 154 349 1225 23
0 17 913 466 435 971 21 31 9
24 1 182 677 140 6 7 1245 23
16 1 5 69 21 6 647 7 9
16 66 299 1060 119 446 154 1335 9
0 6 1768 7 643 891 63 273 23
0 17 1005 436 333 6 98 7 9
0 66 609 626 126 6 7 390 9
0 66 261 569 1208 6 744 7 9
24 17 563 674 6 117 7 266 23
0 1 1517 315 206 6 7 608 23
16 10 286 537 200 53 549 1367 23
24 17 702 410 314 6 7 576 15
16 1 416 821 61 6 7 662 23
16 1 1311 115 560 316 91 440 9
0 10 6 1415 7 986 447 1208 23
0 1 1817 6 74 7 472 512 15
47 362 1068 221 423 51 112 52 65
16 17 78 249 116 303 6 7 9
0 17 301 119 21 172 83 589 15
16 66 178 1400 140 206 183 480 15
0 10 666 714 25 766 237 25 23
16 17 739 6 455 7 216 662 9
16 182 27 390 6 41 7 357 15
16 1 1166 461 1834 1182 85 650 23
24 17 1193 446 102 154 349 550 23
0 17 579 6 7 677 405 571 9
24 66 958 82 89 349 154 627 23
0 1 739 466 4 61 4 1121 23
24 10 665 283 63 676 6 7 9
0 66 879 156 69 14 6 7 23
0 25 198 338 1407 1312 868 1247 15
16 17 429 446 124 71 6 7 23
0 1 602 1310 6 236 7 872 23
0 66 1609 6 106 647 1859 7 15
24 1 768 1231 680 6 438 7 9
0 17 750 172 359 618 6 7 9
16 1 457 348 742 6 7 858 9
0 417 1517 4 133 501 325 8 15
24 66 1852 209 397 803 83 291 9
0 10 1131 1194 435 208 83 895 15
0 66 409 409 124 241 6 7 9
0 6 7 342 6 1258 7 1883 23
0 10 485 20 6 75 7 982 15
0 1 512 6 7 111 255 481 23
0 10 78 394 483 1400 140 907 23
0 17 245 140 6 7 1251 1380 9
0 102 6 7 357 53 370 323 9
0 1 986 602 887 666 329 605 9
24 10 390 590 1589 6 434 7 23
16 6 1896 379 1897 130 1898 7 23
0 10 1564 116 6 822 7 605 23
0 66 732 975 666 405 4 608 9
16 1 453 1263 26 140 986 540 23
16 66 1060 116 325 866 6 7 9
24 17 602 394 643 165 605 25 15
24 66 275 929 387 61 196 736 15
0 17 25 1426 435 410 154 71 23
0 10 145 195 929 609 194 59 23
0 6 7 1929 6 343 74 7 23
0 10 262 62 603 6 7 769 15
0 10 1131 347 430 126 83 291 23
0 10 1584 1817 4 25 43 8 9
24 10 109 490 6 1936 7 13 23
0 1 317 478 410 459 6 7 23
0 1 209 401 613 6 444 7 15
24 1937 6 74 7 276 197 253 9
24 66 88 6 1104 7 1374 21 9
0 66 656 82 126 53 535 323 23
16 17 1307 394 6 484 7 296 23
16 66 197 325 915 6 7 277 9
0 17 198 612 158 255 26 902 15
24 17 19 316 349 46 6 7 9
0 10 102 501 507 6 112 7 23
16 17 337 674 6 352 7 427 23
16 1 294 165 6 632 7 1121 15
0 1 387 331 6 130 681 7 23
24 1 1173 84 1031 91 154 968 9
0 66 264 6 41 890 7 709 23
0 10 6 7 594 208 338 722 9
24 10 21 1030 516 1006 5 743 23
0 10 453 294 349 1784 676 338 9
24 66 338 453 401 140 157 1332 23
0 17 206 736 338 151 1692 872 23
0 1 624 287 1251 555 6 7 23
0 10 6 7 230 89 359 241 15
16 17 132 6 712 7 735 512 15
0 17 593 142 84 84 542 303 15
0 66 4 298 732 6 1668 7 23
24 6 7 1989 6 379 7 1990 23
24 1 201 152 690 743 6 7 23
0 394 643 206 643 83 614 207 9
16 66 2 133 6 1158 7 376 23
24 1 358 230 677 595 6 7 9
24 10 877 398 601 140 614 1231 23
16 1 176 6 985 7 453 684 23
24 10 109 768 784 229 666 211 9
16 10 2002 1143 34 21 261 641 23
0 17 559 478 239 30 986 432 9
0 1 435 29 85 91 549 291 9
24 1 714 175 512 25 1223 1458 9
24 1 480 1215 194 96 25 608 23
24 17 615 164 6 42 7 605 15
0 66 347 1043 770 6 1316 7 23
16 10 3 804 84 172 91 944 23
0 336 975 145 6 7 25 608 9
24 17 796 6 7 60 56 1749 23
16 66 195 1310 6 7 389 387 15
0 1 583 390 53 6 7 1432 23
16 66 694 119 446 91 53 982 23
16 17 205 309 496 702 21 125 23
24 17 907 605 674 59 349 207 23
0 965 390 68 83 6 7 76 15
0 66 591 187 3 60 490 709 9
24 17 593 91 133 261 493 474 23
16 1 262 943 971 497 21 412 23
24 1 325 1159 6 177 7 237 15
0 17 796 216 6 74 7 179 9
24 10 1937 961 6 70 7 137 23
0 66 273 116 1310 60 276 736 15
24 1 1643 501 276 6 7 1176 9
0 10 981 294 6 667 7 80 23
0 17 587 19 12 53 349 954 15
0 17 1314 949 290 249 91 310 23
0 1 1124 1083 25 83 1919 1450 23
16 1 6 1985 7 1030 123 410 15
24 1 204 1564 116 63 109 427 23
24 10 2076 50 4 6 37 7 23
0 10 60 1213 332 348 1756 507 23
0 66 157 140 696 6 744 7 9
0 66 286 1031 1059 78 244 310 23
0 66 188 253 1959 83 338 376 15
16 10 253 409 1083 866 6 7 9
16 17 123 68 6 1502 7 333 9
24 66 916 83 944 6 438 7 23
24 17 763 28 239 359 45 159 15
0 10 102 530 6 75 7 159 23
0 17 6 7 27 1071 758 717 9
24 10 146 1083 25 4 45 207 23
0 66 1159 25 4 501 329 1121 9
24 139 5 1762 255 592 6 7 23
16 17 209 417 549 856 6 7 23
16 10 1111 331 848 25 165 432 9
0 10 139 318 102 83 119 537 23
0 6 7 2134 6 1191 7 2135 9
0 10 133 206 615 799 299 275 23
0 10 451 165 6 1789 7 677 23
0 6 1837 372 2182 7 63 349 23
16 17 245 1251 535 6 1709 7 23
47 48 649 462 361 1109 51 52 65
24 66 1063 102 435 91 1030 29 15
24 66 283 19 548 349 638 268 23
16 1 493 494 6 7 1078 958 23
0 66 40 478 152 270 1060 152 23
24 6 7 2258 6 1191 7 2259 9
24 10 327 6 7 1272 447 277 23
0 17 996 56 21 1456 914 191 9
24 10 947 6 7 549 535 1721 9
24 10 435 624 83 447 152 358 23
0 10 1209 187 431 1617 6 7 15
0 1 78 702 410 21 702 1041 15
24 180 1402 6 7 300 6 7 23
0 6 7 2293 6 379 7 83 15
24 66 347 91 89 231 101 910 9
0 17 520 680 349 314 1400 804 15
24 17 145 19 201 83 916 82 9
16 17 197 869 674 6 7 736 23
16 66 205 6 1768 7 45 535 9
0 1 1251 101 746 40 249 152 23
0 17 466 84 594 359 986 537 23
0 1 447 2306 691 6 7 21 23
0 10 583 172 4 194 200 126 15
16 66 431 230 119 83 958 201 23
0 1 473 910 119 25 666 982 23
16 1783 1081 1088 25 83 44 187 23
0 17 408 200 415 178 249 126 23
0 66 4 796 283 1547 4 886 23
16 17 431 153 409 53 6 7 9
0 10 907 172 784 30 82 703 23
16 6 7 1619 6 343 7 1521 15
16 1 453 560 435 83 278 702 9
24 66 6 528 448 344 2323 7 15
0 17 204 560 1143 299 624 84 15
24 17 398 943 741 542 144 583 9
24 768 316 6 893 7 916 19 15
0 17 549 243 6 974 7 709 23
16 1 942 315 6 715 7 605 9
16 66 295 153 497 53 115 126 9
24 1 25 702 6 1704 7 535 9
0 17 5 387 665 165 690 8 23
0 17 6 7 397 624 30 1030 23
16 66 549 741 358 21 765 358 9
16 17 163 742 302 542 82 29 23
16 17 514 196 398 1300 6 7 23
16 66 821 198 243 4 203 80 23
24 10 244 164 1055 1299 1931 299 23
0 10 336 657 6 138 98 7 15
16 66 1088 349 6 1500 7 418 9
0 10 111 172 485 85 516 390 9
24 17 2398 431 454 4 164 2399 15
16 612 336 40 535 6 7 401 23
16 1 57 6 7 535 403 492 23
24 66 1063 102 446 85 765 390 23
16 91 208 485 359 45 119 703 23
0 17 277 83 427 150 2120 802 15
0 66 387 6 2042 7 1263 2413 23
24 1 1776 446 316 83 309 172 9
24 66 1991 397 302 154 208 478 23
0 66 84 1006 542 1251 269 126 23
0 17 206 1526 25 165 206 676 23
0 66 1232 194 6 1524 7 695 9
24 17 742 302 6 893 7 200 23
16 66 1348 156 349 398 943 1060 15
24 6 343 1191 2435 7 1699 1820 9
24 66 6 7 1030 1059 312 910 9
16 17 1243 1463 19 1251 154 537 23
0 6 7 2438 6 343 7 2242 9
0 17 695 409 348 83 409 702 23
24 66 6 1467 718 2085 7 405 9
0 66 6 936 7 957 535 447 9
24 66 541 560 691 594 83 717 15
0 1 1643 1314 6 117 7 605 15
16 10 56 152 269 83 27 429 9
16 10 1330 878 535 1043 278 188 15
24 17 140 401 535 6 1448 7 23
0 1 109 717 1179 6 233 7 23
0 10 6 7 703 537 21 257 9
0 1 387 257 348 45 560 717 9
0 10 398 6 1373 7 523 878 23
16 1 565 229 168 154 1056 560 23
16 1 2467 239 1143 21 478 1005 23
0 1 736 4 78 193 431 137 23
24 1 1056 349 710 490 102 493 23
16 1 150 429 83 254 249 19 23
0 66 126 429 21 1616 741 268 9
0 17 325 594 89 25 332 358 23
0 66 26 208 258 30 269 949 9
24 66 821 347 446 85 549 19 15
16 1899 348 102 244 6 7 624 23
16 1 19 82 542 549 29 750 15
16 191 165 477 1643 91 821 1407 9
0 66 658 321 210 56 102 583 23
0 17 6 7 411 6 1583 7 23
0 10 164 1391 6 174 7 676 15
24 10 1422 6 340 70 7 749 23
0 66 60 1005 102 542 230 18 9
0 10 2289 397 12 30 446 172 15
16 10 78 1529 8 21 2007 2184 23
24 17 40 282 1081 2120 91 2333 23
16 10 229 494 359 178 152 409 15
0 6 1303 479 600 7 96 349 9
0 20 269 417 6 7 1179 269 23
0 66 348 496 85 83 123 27 15
0 10 431 878 1088 609 2120 914 23
24 17 6 7 6 2130 723 7 23
0 17 453 278 809 878 6 7 9
16 66 446 208 83 1371 6 7 23
0 66 88 6 7 938 6 7 23
0 521 194 109 6 757 7 662 23
16 1 624 429 21 182 1179 493 9
24 6 2395 2531 343 7 6 2532 9
0 1 1423 126 12 83 153 390 9
24 17 194 1464 1783 864 1792 709 23
0 17 25 145 113 194 315 25 15
0 66 973 961 1624 1091 2156 60 15
0 17 907 172 35 91 750 249 9
16 800 6 130 822 70 7 818 15
16 10 6 2274 7 535 394 215 23
0 1 1346 133 60 387 878 1617 15
0 1 387 6 130 1378 160 7 15
24 17 501 336 6 7 946 431 15
0 66 235 865 21 1172 134 4 9
0 10 307 156 332 83 347 429 15
0 66 349 612 446 1385 208 408 23
0 17 262 116 187 512 431 731 15
16 10 245 478 34 145 123 230 23
0 1 666 631 6 905 7 736 23
0 1 1043 614 203 6 7 1376 23
24 1422 1058 4 6 70 7 1469 9
24 10 6 252 7 1630 203 1332 15
16 6 7 1257 6 1191 7 2018 23
24 66 806 201 154 83 478 152 15
0 1232 1783 1932 1147 405 83 2559 15
0 66 6 344 7 483 1400 2561 23
16 66 225 981 25 267 2131 1276 9
24 66 1774 6 7 256 535 1209 15
16 66 626 84 690 19 6 7 23
0 10 1721 358 73 244 230 126 23
24 66 60 6 1720 7 267 1358 23
24 10 231 139 535 6 1778 7 23
0 66 750 429 359 83 530 27 9
0 1 2433 302 1059 91 943 156 9
16 1 6 7 90 168 198 354 23
16 1 375 4 191 902 2156 394 15
0 10 949 1059 6 7 309 358 15
24 66 549 1223 1016 540 6 7 15
0 66 605 21 547 133 325 700 23
0 66 409 594 359 204 82 390 15
16 66 398 2034 6 974 7 736 15
0 17 658 6 785 786 2598 7 15
24 17 403 466 6 888 7 1240 23
16 1 736 3 195 447 207 60 15
0 1 313 311 864 5 1332 277 23
16 1 60 1348 238 78 27 102 23
24 1 990 153 126 83 200 583 23
16 1 6 7 203 6 7 1587 23
0 17 109 6 1785 7 1311 1321 9
16 278 2541 261 6 117 7 633 23
0 10 6 1572 7 274 535 240 23
8
16 17 18 19 20 21 22 23
24 10 205 193 206 193 207 15
16 1 81 249 250 60 251 23
0 66 173 25 145 297 298 15
16 10 204 299 300 255 78 23
0 1 309 191 310 6 7 15
0 17 187 514 91 515 78 9
0 66 538 113 140 539 540 9
16 6 544 545 7 206 546 9
16 6 7 580 6 379 7 23
24 66 583 172 250 91 584 23
0 1 554 84 478 398 585 15
0 17 631 6 632 7 633 23
0 10 581 102 35 21 637 23
16 1 501 638 321 28 486 15
16 10 535 356 6 98 7 9
0 10 173 741 742 270 743 15
0 10 752 123 429 85 753 23
0 1 19 84 314 26 202 15
0 66 67 91 560 274 932 23
24 1 349 356 6 324 7 9
16 17 132 5 164 60 134 9
0 109 453 6 1104 7 1039 9
0 10 338 1133 25 43 1134 15
47 361 222 349 1109 51 52 65
0 66 1147 316 156 154 1148 9
47 48 1076 460 145 465 461 65
0 66 717 123 152 542 73 23
24 66 763 25 101 82 722 23
0 66 111 140 450 6 7 23
0 10 4 25 1251 180 175 23
16 17 435 1061 349 466 828 15
0 66 312 73 153 314 1075 15
16 1 269 1071 1344 6 7 23
47 460 1068 219 423 51 52 65
0 17 180 6 734 7 203 9
0 10 602 427 1058 405 389 23
0 10 938 594 183 431 944 15
0 17 501 187 901 986 1452 15
0 10 264 4 295 216 886 9
0 66 1215 394 405 4 886 23
16 10 821 1006 6 212 7 15
0 1 549 166 140 83 953 23
16 66 118 594 349 677 536 23
16 10 1311 758 102 83 321 23
24 6 544 1258 1477 7 1478 23
0 21 602 929 21 405 151 23
0 1 1041 19 269 447 378 9
0 1 1513 102 115 85 1514 15
0 10 261 1088 25 329 662 23
16 163 180 1526 981 676 109 23
24 17 267 1528 25 63 1134 15
24 1 113 453 1071 183 113 23
0 66 638 4 609 25 287 15
0 17 6 1557 7 274 140 15
0 1 739 83 539 376 164 23
24 17 480 245 255 163 877 23
0 1 1231 157 183 6 7 15
0 1 6 7 194 458 490 23
24 10 506 168 153 154 36 23
16 66 139 193 898 216 643 23
24 10 1517 25 329 1121 325 23
16 66 142 290 258 109 1241 23
0 17 178 12 208 270 1573 15
0 17 549 255 165 267 540 15
24 17 301 168 627 60 323 15
24 10 90 143 250 21 1371 15
24 1 1193 624 516 677 932 23
0 1 6 7 1325 902 1321 23
0 17 537 710 154 182 1025 23
16 10 156 144 359 139 391 23
16 17 612 255 6 1551 7 9
0 1 214 1689 91 148 512 15
0 66 1056 152 497 21 585 15
0 17 25 254 949 119 446 9
24 10 1715 809 6 1569 7 9
16 66 1725 784 331 116 1576 9
0 66 109 609 907 901 254 9
0 1 1425 19 332 30 22 9
24 66 111 1060 550 270 1432 23
24 10 12 336 86 6 7 15
0 17 417 1598 25 63 1121 9
16 10 6 1106 7 268 598 23
0 66 336 796 56 145 1749 23
24 17 6 1079 7 490 592 15
24 1537 1519 315 6 1350 7 23
24 1 1523 28 410 85 1269 9
0 775 153 355 154 370 459 23
24 66 243 6 890 7 676 9
16 1 1103 582 6 160 7 23
16 17 975 5 109 216 277 23
24 17 1159 336 63 25 80 15
24 10 1133 325 216 237 109 15
24 66 690 549 255 1783 274 23
24 66 760 478 435 30 1344 23
24 6 7 1802 6 1258 7 23
0 17 1462 742 1031 695 807 9
0 6 7 629 417 901 896 23
0 6 1818 1819 7 298 1820 15
24 10 429 290 21 166 288 23
24 17 4 25 206 139 140 15
24 1 1281 947 6 7 237 9
0 1 889 102 358 314 704 23
24 17 243 453 276 4 662 9
24 1426 624 435 30 83 1554 23
0 1 1072 231 6 320 7 23
0 10 847 290 318 30 811 9
0 1 703 6 1023 7 969 23
0 66 907 354 325 1462 204 9
0 10 1406 249 435 501 291 15
0 1 204 739 564 1314 608 9
0 66 277 941 197 398 736 15
16 17 6 7 957 690 501 23
0 1 844 255 6 1768 7 9
24 17 1307 6 136 7 418 9
0 17 114 200 29 270 625 23
24 66 1817 25 43 1121 4 23
0 17 1082 560 1031 270 776 15
16 17 1426 358 102 205 364 23
0 10 312 478 6 7 27 15
16 66 798 1066 43 501 275 23
24 1 139 1432 6 108 7 15
0 10 256 1919 6 7 1220 23
0 66 299 975 40 43 44 23
24 1 833 674 1580 684 109 9
24 66 581 497 35 206 1025 23
16 25 758 848 331 83 866 15
0 975 56 329 253 275 387 9
24 10 6 7 1244 475 540 23
0 17 1426 537 152 314 1702 9
0 17 92 530 359 178 1359 23
0 10 4 535 1630 642 140 23
47 145 1068 460 1034 51 52 65
47 460 398 465 1947 51 52 65
24 1039 643 443 43 109 207 9
24 66 90 28 485 314 432 23
24 17 1059 6 632 7 101 9
0 1 88 29 229 21 1025 15
0 10 1960 25 1407 43 207 15
16 66 6 787 434 1963 7 15
16 17 199 594 429 83 31 23
24 17 113 1757 6 37 7 15
24 1 957 643 891 191 59 23
16 1 609 1215 4 63 237 15
0 6 1509 1980 6 1258 1981 23
16 66 602 5 1067 1834 277 23
16 10 554 947 194 6 7 15
0 66 244 710 123 154 440 9
0 1 355 83 6 744 7 9
0 10 203 612 6 1206 7 23
0 1 643 887 674 4 633 23
24 66 732 602 898 61 633 23
24 10 598 358 152 542 895 9
0 66 349 450 204 732 540 15
0 1289 710 1143 21 486 83 23
16 66 243 196 61 387 1134 15
0 17 57 1078 6 1488 7 15
0 1 6 1837 577 2022 7 23
47 361 218 109 295 738 685 65
0 66 347 152 742 21 1025 23
0 6 7 2035 6 343 7 23
0 1 210 409 85 78 814 23
16 66 1959 25 276 165 8 9
0 17 717 201 35 83 1075 23
0 66 1756 13 182 140 990 15
47 740 1076 1331 53 361 727 65
16 10 45 800 25 466 1134 15
24 451 772 6 130 305 7 23
0 10 476 742 126 83 1554 9
24 17 370 45 140 1616 865 15
16 1 1307 1083 6 353 7 15
0 10 195 603 338 187 62 23
24 17 27 537 971 140 371 23
0 66 262 520 1400 255 231 15
0 10 204 255 6 2065 7 23
0 17 674 643 1347 299 633 9
0 1 302 971 85 4 378 15
24 1732 501 6 130 7 134 9
0 1 6 41 7 150 1738 23
47 740 1340 21 222 21 1255 65
24 10 739 1083 216 60 662 23
47 191 648 1864 51 526 52 65
0 1 195 1547 59 139 137 23
0 17 1498 321 126 314 550 15
24 10 419 646 362 1722 1109 15
0 17 428 143 28 83 378 15
24 17 415 338 458 535 1762 23
16 17 679 156 430 21 104 15
24 1 201 742 30 4 747 23
0 1 387 1810 603 2091 207 9
0 1722 461 421 462 1166 1255 9
0 10 142 316 316 85 1117 15
24 1 910 21 126 601 310 15
16 1 90 12 250 83 155 15
0 17 772 83 1355 924 1121 23
16 692 12 85 1554 6 7 15
16 10 768 742 537 21 1432 23
0 1 268 1031 89 85 1365 23
0 1 347 741 101 370 486 9
24 17 6 1731 7 535 255 23
0 66 798 3 206 721 736 9
0 703 316 6 632 7 309 15
0 10 1078 6 1020 7 267 9
0 1 180 6 2151 991 7 9
16 17 768 156 83 910 332 9
0 10 450 535 490 6 7 23
16 17 1314 942 194 1272 207 9
16 10 358 201 85 768 126 23
16 1 29 741 453 316 594 9
16 10 2158 6 2159 681 7 23
24 17 703 516 270 123 638 9
0 10 206 25 165 313 1311 9
0 17 1060 358 1063 90 429 23
0 1 240 6 2177 561 7 23
24 10 773 2186 83 1355 207 23
16 66 1442 1314 1771 6 7 15
0 17 417 907 721 535 674 15
0 1 109 56 512 1311 183 9
0 1 1783 1974 473 25 207 9
24 10 165 198 453 878 1243 9
16 17 67 269 253 446 750 23
0 17 29 20 21 943 583 9
16 17 394 453 164 1311 1464 15
16 10 473 478 318 21 268 23
24 10 429 68 85 34 19 23
0 66 3 56 78 1783 1851 15
0 10 490 535 6 7 447 15
16 1 1030 746 254 321 478 23
24 66 29 516 21 949 409 23
24 66 590 152 316 268 152 23
0 1 25 283 278 431 1760 9
0 10 25 253 295 431 215 23
16 1 1471 175 349 436 418 23
16 10 493 287 21 316 82 23
0 1 879 446 612 156 269 15
0 17 666 551 1299 501 2126 9
0 17 478 537 91 78 768 9
24 6 7 1238 6 343 7 15
0 1 119 101 501 1041 703 23
0 66 109 40 398 2103 844 23
0 17 1005 478 1851 765 626 23
0 17 1095 336 109 1496 1121 9
16 66 168 321 85 435 156 23
24 1307 6 905 70 7 630 23
0 66 57 357 35 309 126 23
24 17 1783 29 627 19 201 23
0 17 453 118 6 786 7 15
0 1 435 34 21 493 702 23
24 10 209 594 1172 318 102 23
24 17 188 244 6 74 7 23
24 17 6 1642 7 594 29 15
24 66 45 1831 6 1581 7 9
0 66 139 535 256 83 2299 15
24 66 910 153 91 910 89 23
16 10 938 29 314 1348 768 9
16 10 1063 1271 325 336 309 23
0 10 299 198 6 7 1774 9
16 66 6 1971 7 549 535 15
0 17 278 670 6 1415 7 23
0 1 1103 996 664 2324 957 9
24 1 1143 156 542 73 478 15
16 10 721 82 156 53 101 23
16 17 116 198 315 6 7 15
24 66 1041 594 206 410 617 23
24 17 370 512 535 612 450 23
0 6 7 2336 6 343 7 15
0 4 1041 229 387 209 168 23
0 1 549 6 1567 7 274 23
24 17 408 126 6 1718 7 9
0 1 197 164 59 512 137 15
0 1 436 535 6 7 902 23
24 1 6 1448 7 267 535 23
24 10 295 78 410 156 152 15
16 17 1103 347 316 530 126 9
24 10 268 152 542 156 123 23
0 10 152 390 85 6 7 23
24 66 614 101 594 115 624 9
16 66 262 191 262 1311 1243 23
16 66 1016 2357 535 6 7 23
0 1 1982 490 6 7 2358 15
0 66 1056 69 91 287 153 15
0 1 209 1031 690 410 638 15
0 1 6 7 473 458 535 23
24 10 133 145 165 25 401 9
0 10 253 1179 6 108 7 9
0 1 307 40 349 313 256 15
24 17 257 153 85 290 541 23
0 66 609 466 78 674 475 15
0 66 206 1232 450 690 666 23
0 10 265 321 494 153 249 9
16 17 13 166 6 7 941 15
24 10 1232 261 1263 539 178 23
24 17 583 19 732 537 21 23
0 1 1346 6 2285 1052 7 23
24 1 25 158 535 163 267 9
0 10 768 119 25 56 938 23
16 66 249 168 359 332 910 23
0 1 804 560 612 172 169 9
0 10 338 501 145 313 1243 23
24 10 261 492 25 1385 1783 15
0 10 398 209 6 526 7 15
24 17 806 153 53 6 7 23
16 1 152 28 542 1041 28 23
0 10 938 348 21 102 316 9
0 6 7 2421 6 343 7 9
0 1 240 123 156 879 29 15
24 66 25 198 466 1311 313 9
24 17 133 145 25 313 1637 15
0 10 1169 838 451 60 633 23
0 10 28 784 21 1056 84 9
0 10 1220 957 6 1680 7 15
0 17 11 123 349 958 354 15
16 17 2187 6 2209 829 7 15
24 1 60 196 387 2103 610 9
0 865 409 430 83 358 152 23
24 17 254 358 971 1041 435 15
24 10 990 123 746 359 949 15
24 10 25 401 6 2326 7 9
0 158 409 316 154 560 916 9
16 10 325 113 40 6 7 15
24 6 2313 74 2369 7 2450 9
0 17 18 741 359 429 101 15
0 615 821 6 70 7 644 23
0 66 878 514 83 480 237 9
0 66 1517 1058 6 7 8 23
0 10 1348 201 40 269 1030 9
24 10 638 332 253 126 478 23
0 66 168 269 270 83 84 23
16 10 84 200 6 272 7 15
16 10 182 6 2159 959 7 15
24 10 1487 1311 6 324 7 23
0 17 763 539 6 893 7 23
16 10 1817 83 4 729 336 23
0 66 273 1387 255 633 165 23
0 10 958 153 60 1060 269 9
24 66 643 325 193 403 605 9
0 17 947 1311 1834 6 7 15
24 10 1313 497 429 29 624 9
24 10 485 152 83 702 435 9
0 17 28 153 30 11 29 15
24 17 879 287 83 115 67 23
0 17 1281 25 5 4 237 9
16 1 656 21 115 6 7 23
0 10 1041 478 21 316 312 23
0 10 6 7 13 535 267 9
16 10 268 560 53 986 249 9
0 66 390 208 21 691 168 15
0 327 6 7 1570 78 633 15
